Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
445,226,204,1513059,4166,45275,3191800
446,213,213,1512846,4166,45488,3222300
447,202,197,1512644,4171,45685,3508100
448,250,231,1512394,4190,45916,3317100
449,223,195,1512171,4218,46111,3404900
450,212,220,1511959,4210,46331,3212000
451,229,232,1511730,4207,46563,3203600
452,210,214,1511520,4203,46777,3264100
453,207,208,1511313,4202,46985,3268400
454,217,209,1511096,4210,47194,3373000
455,201,233,1510895,4178,47427,3268900
456,213,225,1510682,4166,47652,3038800
457,206,216,1510476,4156,47868,3532900
458,238,192,1510238,4202,48060,3437600
459,212,206,1510026,4208,48266,3535100
460,233,207,1509793,4234,48473,3367200
461,212,206,1509581,4240,48679,3377700
462,239,214,1509342,4265,48893,3179100
463,235,216,1509107,4284,49109,3276300
464,231,205,1508876,4310,49314,3300200
465,225,230,1508651,4305,49544,3414400
466,193,203,1508458,4295,49747,3035900
467,253,223,1508205,4325,49970,2957000
468,221,226,1507984,4320,50196,3294800
469,233,210,1507751,4343,50406,3452600
470,236,230,1507515,4349,50636,2844200
471,219,237,1507296,4331,50873,3404300
472,207,199,1507089,4339,51072,3472100
473,237,225,1506852,4351,51297,3070600
474,217,221,1506635,4347,51518,3184600
475,245,203,1506390,4389,51721,3193800
476,230,209,1506160,4410,51930,3108700
477,236,211,1505924,4435,52141,2987700
478,214,186,1505710,4463,52327,2929600
479,239,204,1505471,4498,52531,3070600
480,242,223,1505229,4517,52754,3088200
481,234,217,1504995,4534,52971,2903200
482,263,217,1504732,4580,53188,3190600
483,233,220,1504499,4593,53408,3358500
484,264,229,1504235,4628,53637,2877300
485,244,238,1503991,4634,53875,3033500
486,243,237,1503748,4640,54112,3087000
487,258,216,1503490,4682,54328,2995500
488,213,246,1503277,4649,54574,2953600
489,223,232,1503054,4640,54806,3177000
490,251,244,1502803,4647,55050,2784200
491,270,231,1502533,4686,55281,3154900
492,250,230,1502283,4706,55511,3563600
493,233,226,1502050,4713,55737,3074600
494,238,213,1501812,4738,55950,3105700
495,234,242,1501578,4730,56192,3046100
496,242,236,1501336,4736,56428,3009200
497,257,259,1501079,4734,56687,3171900
498,258,220,1500821,4772,56907,2910600
499,249,239,1500572,4782,57146,2970100
500,272,230,1500300,4824,57376,3051700
501,215,245,1500085,4794,57621,3149000
502,237,235,1499848,4796,57856,3103700
503,235,246,1499613,4785,58102,2993600
504,224,219,1499389,4790,58321,3161800
505,265,254,1499124,4801,58575,2811400
506,248,236,1498876,4813,58811,2933200
507,262,238,1498614,4837,59049,3128500
508,234,270,1498380,4801,59319,3023300
509,252,257,1498128,4796,59576,3003700
510,261,233,1497867,4824,59809,2964800
511,260,247,1497607,4837,60056,3009600
512,265,240,1497342,4862,60296,3147600
513,277,244,1497065,4895,60540,3124600
514,261,213,1496804,4943,60753,3103800
515,273,242,1496531,4974,60995,3213400
516,257,222,1496274,5009,61217,2966000
517,238,262,1496036,4985,61479,3266300
518,271,241,1495765,5015,61720,3224400
519,244,270,1495521,4989,61990,2960700
520,239,234,1495282,4994,62224,2931300
521,259,253,1495023,5000,62477,3097300
522,262,234,1494761,5028,62711,3250300
523,256,243,1494505,5041,62954,3375200
524,301,245,1494204,5097,63199,3149700
525,262,248,1493942,5111,63447,3073800
526,281,242,1493661,5150,63689,2991300
527,290,256,1493371,5184,63945,3000300
528,309,273,1493062,5220,64218,2976700
529,280,263,1492782,5237,64481,3022500
530,295,267,1492487,5265,64748,2993100
531,306,261,1492181,5310,65009,3031500
532,276,279,1491905,5307,65288,2958800
533,283,277,1491622,5313,65565,2819400
534,271,267,1491351,5317,65832,3101400
535,267,260,1491084,5324,66092,3030700
536,265,282,1490819,5307,66374,3067800
537,269,293,1490550,5283,66667,3064900
538,250,260,1490300,5273,66927,3077800
539,304,246,1489996,5331,67173,3130700
540,258,267,1489738,5322,67440,3136200
541,253,254,1489485,5321,67694,3299300
542,272,262,1489213,5331,67956,3343500
543,264,258,1488949,5337,68214,3214600
544,249,256,1488700,5330,68470,3292000
545,278,268,1488422,5340,68738,3252200
546,275,254,1488147,5361,68992,3164300
547,269,241,1487878,5389,69233,3130400
548,249,273,1487629,5365,69506,2932500
549,267,276,1487362,5356,69782,3209500
550,223,248,1487139,5331,70030,3170700
551,252,290,1486887,5293,70320,3366000
552,247,249,1486640,5291,70569,3251400
553,220,258,1486420,5253,70827,3213300
554,305,281,1486115,5277,71108,3155600
555,285,260,1485830,5302,71368,3216400
556,262,251,1485568,5313,71619,3158400
557,277,246,1485291,5344,71865,3274600
558,283,264,1485008,5363,72129,3470700
559,271,268,1484737,5366,72397,3193700
560,265,248,1484472,5383,72645,3240400
561,257,284,1484215,5356,72929,3097900
562,316,300,1483899,5372,73229,3287400
563,292,261,1483607,5403,73490,3300400
564,291,281,1483316,5413,73771,3287100
565,263,283,1483053,5393,74054,3338700
566,312,268,1482741,5437,74322,3333500
567,302,280,1482439,5459,74602,3269600
568,265,250,1482174,5474,74852,3210100
569,276,259,1481898,5491,75111,3245100
570,316,277,1481582,5530,75388,3194200
571,295,249,1481287,5576,75637,3209200
572,294,290,1480993,5580,75927,3423000
573,291,305,1480702,5566,76232,3436500
574,289,253,1480413,5602,76485,3197900
575,281,272,1480132,5611,76757,3158900
576,298,289,1479834,5620,77046,3192700
577,292,281,1479542,5631,77327,3392700
578,307,325,1479235,5613,77652,3328100
579,294,284,1478941,5623,77936,3249000
580,266,265,1478675,5624,78201,3257700
581,282,287,1478393,5619,78488,3346600
582,321,276,1478072,5664,78764,3620700
